image_id,question,answer,options
810S-SvYkgL,What is the dominant color of the phone case?,Blue,"['Blue', 'Red', 'White', 'Yellow']"
810S-SvYkgL,What is the main design style of the case?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Solid']"
810QrINxsIL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
810QrINxsIL,What is the design pattern on the phone case?,Swirl,"['Swirl', 'Stripes', 'Dots', 'Geometric']"
810Mx+Dx8aL,What is the type of this item?,Bracelet,"['Bracelet', 'Necklace', 'Ring', 'Earrings']"
810Mx+Dx8aL,What color are the gemstones?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
810Mx+Dx8aL,What is the dominant metal color?,Silver,"['Silver', 'Gold', 'Bronze', 'Platinum']"
810PPRX7QoL,What is the main color of the slippers?,Navy,"['Navy', 'Black', 'Grey', 'Brown']"
810PPRX7QoL,What type of footwear is shown?,Slippers,"['Slippers', 'Sandals', 'Shoes', 'Boots']"
810PPRX7QoL,How many slippers are in the image?,Two,"['Two', 'One', 'Three', 'Four']"
810PLvA8POL,What is the dominant pattern on the bedding?,Dots,"['Stripes', 'Flowers', 'Dots', 'Plaid']"
810PLvA8POL,What is the background color of the sheets?,White,"['White', 'Pink', 'Green', 'Red']"
810PLvA8POL,What is the product type shown in the image?,Sheets,"['Pillowcases', 'Blanket', 'Sheets', 'Towels']"
810NGGX3xqL,What is the color of the phone case?,Red,"['Red', 'Blue', 'Green', 'Black']"
810NGGX3xqL,What is printed on the phone case?,Queen,"['Queen', 'King', 'Princess', 'Prince']"
810NGGX3xqL,What type of item is shown in the image?,Case,"['Case', 'Phone', 'Cover', 'Bag']"
810NOXzpnML,What is the color of the boxes?,Teal,"['Teal', 'Blue', 'Green', 'White']"
810NOXzpnML,How many boxes are shown?,Three,"['Three', 'Two', 'Four', 'One']"
810NOXzpnML,What is the product type?,Boxes,"['Boxes', 'Bags', 'Baskets', 'Containers']"
810NfJXuRbL,What is the main design on the phone case?,Wood,"['Wood', 'Floral', 'Abstract', 'Geometric']"
810NfJXuRbL,What color is the phone case?,Gray,"['Gray', 'Black', 'Brown', 'White']"
810NfJXuRbL,What is the product type?,Case,"['Case', 'Phone', 'Screen protector', 'Charger']"
810NnWeyk4L,What is the main design element on the phone case?,Face,"['Flower', 'Face', 'Heart', 'Star']"
810NnWeyk4L,What is the predominant color of the phone case?,White,"['Black', 'White', 'Gray', 'Blue']"
810NnWeyk4L,What type of product is shown in the image?,Case,"['Phone', 'Case', 'Screen Protector', 'Charger']"
810Nrag1bsL,What is the main color of the tie?,Blue,"['Red', 'Blue', 'Green', 'Yellow']"
810Nrag1bsL,What is the shape of the pattern on the tie?,Squares,"['Circles', 'Triangles', 'Squares', 'Diamonds']"
810Nrag1bsL,What type of clothing item is shown?,Tie,"['Shirt', 'Tie', 'Pants', 'Socks']"
810OED1Cq-L,What is the main pattern on the rug?,Chevron,"['Chevron', 'Floral', 'Solid', 'Geometric']"
810OED1Cq-L,What color is the chair?,Yellow,"['Yellow', 'Blue', 'Green', 'Gray']"
810OED1Cq-L,What is the product type shown in the image?,Rug,"['Rug', 'Chair', 'Table', 'Pillow']"
810OEhblTHS,What is the primary color of the grilling baskets?,Silver,"['Silver', 'Red', 'Black', 'Gold']"
810OEhblTHS,What type of food is shown near the grilling baskets?,Peppers,"['Peppers', 'Onions', 'Tomatoes', 'Potatoes']"
810OEhblTHS,What is the main product type shown in the image?,Grill,"['Grill', 'Bowl', 'Spatula', 'Utensil']"
810OYcJ-TIL,What is the main color of the blanket?,Blue,"['Blue', 'Green', 'White', 'Purple']"
810OYcJ-TIL,What animal is featured on the blanket?,Dinosaur,"['Dinosaur', 'Elephant', 'Lion', 'Giraffe']"
810OYcJ-TIL,What is the product type shown?,Blanket,"['Blanket', 'Pillow', 'Toy', 'Chair']"
810P4LDqipL,What is the color of the handbag?,Black,"['Black', 'Brown', 'White', 'Red']"
810P4LDqipL,What is the main type of this item?,Bag,"['Bag', 'Shirt', 'Shoes', 'Pants']"
810P4LDqipL,How many handles does the bag possess?,Two,"['Two', 'One', 'Three', 'Zero']"
810PAVNqMeL,What is the main color of the bags in the image?,Pink,"['Pink', 'Black', 'White', 'Blue']"
810PAVNqMeL,What is the product type shown in the image?,Case,"['Case', 'Bag', 'Phone', 'Shirt']"
810PAVNqMeL,What is the background color of the phone case?,Black,"['Black', 'Pink', 'White', 'Gray']"
810PHG6sENL,What is the color of the shoe?,Green,"['Green', 'Brown', 'Black', 'Beige']"
810PHG6sENL,What type of footwear is shown?,Shoes,"['Shoes', 'Boots', 'Sandals', 'Slippers']"
810PHG6sENL,What is the main material of the shoe upper?,Leather,"['Leather', 'Canvas', 'Suede', 'Mesh']"
810ORFX2VRL,What is the flavor of this plant protein?,Chocolate,"['Vanilla', 'Chocolate', 'Strawberry', 'Plain']"
810ORFX2VRL,What type of protein is this?,Plant,"['Whey', 'Soy', 'Plant', 'Casein']"
810ORFX2VRL,What is the brand of this product?,Whole,"[""Nature's"", 'Whole', 'Organic', 'Now']"
81-0xQyJVaL,What is the color of the luggage?,Black,"['Black', 'Blue', 'Red', 'Silver']"
81-0xQyJVaL,What type of product is shown?,Luggage,"['Luggage', 'Furniture', 'Clothing', 'Electronics']"
81-0xQyJVaL,How many suitcases are in the image?,Two,"['Two', 'One', 'Three', 'Four']"
81-0u3bj1kL,What is the product type?,Case,"['Case', 'Phone', 'Artwork', 'Painting']"
81-0u3bj1kL,What is the dominant color?,Green,"['Green', 'Red', 'White', 'Orange']"
81-0u3bj1kL,What is the style of the design?,Abstract,"['Abstract', 'Geometric', 'Floral', 'Realistic']"
81-0r1sxIDL,What is the product type?,Case,"['Case', 'Phone', 'Cover', 'Screen Protector']"
81-0r1sxIDL,What color is prominent?,Yellow,"['Yellow', 'Blue', 'Black', 'White']"
81-0r1sxIDL,What is the design style?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Solid']"
71zreatnQ-L,What color is the puppy?,White,"['White', 'Brown', 'Black', 'Gray']"
71zreatnQ-L,What type of product is shown?,Phone,"['Phone', 'Poster', 'Pillow', 'Toy']"
71zreatnQ-L,What is the puppy sitting in?,Grass,"['Grass', 'Sand', 'Snow', 'Water']"
71zrWEn3ZCL,What is the color of the chair cover?,Black,"['Black', 'White', 'Gray', 'Brown']"
71zrWEn3ZCL,What type of furniture is shown in the image?,Chair,"['Chair', 'Table', 'Sofa', 'Bed']"
71zrWEn3ZCL,What is the primary material of the legs?,Wood,"['Wood', 'Metal', 'Plastic', 'Fabric']"
71zrVApIUKL,What is the color of the cap?,Red,"['Red', 'Blue', 'Green', 'White']"
71zrVApIUKL,What type of milk is shown?,Whole,"['Whole', 'Skim', '2%', 'Almond']"
71zrVApIUKL,What is the primary color of the container?,White,"['White', 'Black', 'Red', 'Clear']"
71zrL+vWSEL,What is the main color of the phone case?,Blue,"['Blue', 'Green', 'Black', 'Brown']"
71zrL+vWSEL,What is depicted on the phone case?,Lake,"['Lake', 'Mountain', 'Forest', 'Bridge']"
71zrL+vWSEL,What is the product type?,Case,"['Case', 'Phone', 'Cover', 'Skin']"
71zrGQJhvUL,What is the color of the sandals?,Black,"['Black', 'Brown', 'White', 'Beige']"
71zrGQJhvUL,What type of footwear is shown?,Sandals,"['Sandals', 'Boots', 'Sneakers', 'Shoes']"
71zrGQJhvUL,What is the style of the sandal's strap?,Ankle,"['Ankle', 'Toe', 'Buckle', 'Heel']"
71zr9ndT8IL,What is the primary color of the phone case?,Pink,"['Pink', 'Gold', 'Purple', 'White']"
71zr9ndT8IL,What is the design pattern on the phone case?,Chevron,"['Chevron', 'Floral', 'Stripes', 'Polka dots']"
71zr9ndT8IL,What is the product type?,Case,"['Case', 'Phone', 'Screen protector', 'Charger']"
71zr1Avln1L,What is the primary color of the packing cubes?,Black,"['Black', 'Gray', 'Blue', 'Red']"
71zr1Avln1L,How many packing cubes are shown in the image?,Four,"['Four', 'Three', 'Five', 'Two']"
71zr1Avln1L,What is the product type shown?,Cubes,"['Cubes', 'Bags', 'Suitcases', 'Totes']"
71zr-T96P6L,What is the product type?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zr-T96P6L,What is the dominant color scheme?,Multicolor,"['Multicolor', 'Blue', 'Orange', 'Yellow']"
71zr-T96P6L,What is depicted on the case?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Landscape']"
71zqyVFYntL,What is the main color of the middle band on the phone case?,Blue,"['Blue', 'Red', 'White', 'Beige']"
71zqyVFYntL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Sticker', 'Screen Protector']"
71zqyVFYntL,How many distinct color bands are present on the phone case?,Three,"['Three', 'Two', 'Four', 'One']"
71zqyNnn66L,What is the color of the shoes?,Blue,"['Blue', 'Red', 'Green', 'Black']"
71zqyNnn66L,What is the product type?,Shoes,"['Shoes', 'Socks', 'Shirt', 'Pants']"
71zqyNnn66L,What type of shoes are these?,Sneakers,"['Sneakers', 'Boots', 'Sandals', 'Slippers']"
71zqqVe44EL,What is the shape of the gemstone in the earring?,Square,"['Round', 'Square', 'Oval', 'Triangle']"
71zqqVe44EL,What is the primary color of the earrings?,Brown,"['Brown', 'Gold', 'Clear', 'Black']"
71zqqVe44EL,What type of jewelry is shown in the image?,Earrings,"['Necklace', 'Ring', 'Bracelet', 'Earrings']"
71zqqIhX9rL,What is the predominant color of the phone case?,Pink,"['Pink', 'Blue', 'Green', 'Black']"
71zqqIhX9rL,What is depicted on the phone case?,Woman,"['Woman', 'Flower', 'Hat', 'Stars']"
71zqqIhX9rL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Dress', 'Hat']"
71zqkGxgqiL,What is the main color of the shoe?,Burgundy,"['Burgundy', 'Black', 'Brown', 'Gray']"
71zqkGxgqiL,What type of shoe is this?,Loafer,"['Loafer', 'Boot', 'Sneaker', 'Sandals']"
71zqkGxgqiL,What is the material of the shoe?,Leather,"['Leather', 'Canvas', 'Suede', 'Rubber']"
71zpcDa-0JL,What is the primary color of the kettle?,Silver,"['Silver', 'Black', 'Red', 'Blue']"
71zpcDa-0JL,What is the product type shown in the image?,Kettle,"['Kettle', 'Pot', 'Pan', 'Mug']"
71zpcDa-0JL,What material is the main body of the kettle made of?,Stainless,"['Stainless', 'Plastic', 'Glass', 'Ceramic']"
71zpg7OyOjL,What is the color of the shoe?,Black,"['Brown', 'Black', 'White', 'Red']"
71zpg7OyOjL,What type of shoe is this?,Oxford,"['Sneaker', 'Boot', 'Loafer', 'Oxford']"
71zpg7OyOjL,What is the pattern on the toe?,Brogue,"['Plain', 'Wingtip', 'Brogue', 'Cap Toe']"
71zpjSipVdL,What is the primary color of the pillowcase?,White,"['White', 'Blue', 'Navy', 'Gray']"
71zpjSipVdL,What is the border color of the pillowcase?,Navy,"['Navy', 'White', 'Black', 'Red']"
71zpjSipVdL,What is the product type shown in the image?,Pillowcase,"['Pillowcase', 'Sheet', 'Blanket', 'Towel']"
71zpkKh6VRL,What is the shape of the pendant?,Heart,"['Heart', 'Circle', 'Square', 'Triangle']"
71zpkKh6VRL,What is the primary metal of the necklace?,Silver,"['Silver', 'Gold', 'Platinum', 'Copper']"
71zpkKh6VRL,How many hearts are in the pendant?,Two,"['One', 'Two', 'Three', 'Four']"
71zpqKsE86L,What is the main color of the chevron pattern?,Gold,"['Gold', 'Black', 'Blue', 'Silver']"
71zpqKsE86L,What is the shape of the pattern on the case?,Chevron,"['Chevron', 'Floral', 'Stripes', 'Polka dots']"
71zpqKsE86L,What type of product is shown?,Case,"['Case', 'Phone', 'Screen protector', 'Charger']"
71zpquY94eL,What is the main color of the flowers on the phone case?,Pink,"['Pink', 'White', 'Blue', 'Yellow']"
71zpquY94eL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Flower', 'Screen Protector']"
71zpquY94eL,What kind of flowers are depicted on the phone case?,Flowers,"['Flowers', 'Leaves', 'Fruits', 'Birds']"
71zrjKaaVEL,What is the main subject on the phone case?,Kitten,"['Kitten', 'Puppy', 'Bird', 'Bunny']"
71zrjKaaVEL,What color is the kitten's fur?,Orange,"['Orange', 'Black', 'White', 'Gray']"
71zrjKaaVEL,What is the product type?,Case,"['Case', 'Phone', 'Toy', 'Blanket']"
71zpuwXOLLL,What is the color of the storage box?,White,"['White', 'Black', 'Blue', 'Green']"
71zpuwXOLLL,What is the product type shown in the image?,Storage,"['Storage', 'Chair', 'Table', 'Bed']"
71zpuwXOLLL,What is the shape of the storage box?,Rectangular,"['Rectangular', 'Circular', 'Triangular', 'Square']"
71zq7ga49vL,What is the primary color of the phone case?,Red,"['Red', 'Blue', 'Green', 'Black']"
71zq7ga49vL,What word is prominently displayed on the case?,NO,"['YES', 'NO', 'MAYBE', 'OKAY']"
71zq7ga49vL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zqIWP+WkL,What is the main subject of the image on the phone case?,Rocks,"['Rocks', 'Water', 'Flowers', 'Mountains']"
71zqIWP+WkL,What is the product type?,Case,"['Case', 'Phone', 'Rocks', 'Image']"
71zqIWP+WkL,What color are the rocks?,Dark,"['Dark', 'Light', 'Bright', 'Colorful']"
71zqQlsVgML,What is the shape of the cup on the phone case?,Round,"['Round', 'Square', 'Triangle', 'Rectangular']"
71zqQlsVgML,What is the primary color of the cup?,White,"['White', 'Black', 'Blue', 'Pink']"
71zqQlsVgML,What's on the phone case besides the cup?,Pencils,"['Pencils', 'Flowers', 'Books', 'Fruits']"
71zqV9Am4CL,What letter is on the pendant?,T,"['T', 'A', 'C', 'B']"
71zqV9Am4CL,What is the primary color of the necklace?,Gold,"['Gold', 'Silver', 'White', 'Red']"
71zqV9Am4CL,What type of jewelry is shown?,Necklace,"['Necklace', 'Ring', 'Bracelet', 'Earrings']"
71zqZGJmatL,What is the main design element on the phone case?,Lollipops,"['Flowers', 'Lollipops', 'Stars', 'Cars']"
71zqZGJmatL,What color is the background of the phone case?,Purple,"['Blue', 'Green', 'Purple', 'Pink']"
71zqZGJmatL,What is the product type?,Case,"['Phone', 'Case', 'Sticker', 'Screen Protector']"
71zpvdoXWNL,What animal is on the phone case?,Panda,"['Panda', 'Bear', 'Cat', 'Dog']"
71zpvdoXWNL,What is the primary color scheme of the phone case?,Black,"['Black', 'White', 'Gray', 'Color']"
71zpvdoXWNL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Sticker', 'Cover']"
71zrqGQkmWL,What is the color of the shoes?,Brown,"['Brown', 'Black', 'Blue', 'Green']"
71zrqGQkmWL,What type of footwear is shown?,Shoes,"['Shoes', 'Boots', 'Sandals', 'Slippers']"
71zrqGQkmWL,What material are the shoes made of?,Suede,"['Suede', 'Leather', 'Canvas', 'Synthetic']"
71ztVlDmbyL,What is the main color of the phone case?,Orange,"['Orange', 'Blue', 'Green', 'Purple']"
71ztVlDmbyL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Sticker', 'Poster']"
71ztVlDmbyL,What is the design style of the phone case?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Solid']"
71ztYEkiXGL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Charger', 'Screen Protector']"
71ztYEkiXGL,What is the main color scheme of the design?,Multicolored,"['Multicolored', 'Blue', 'Red', 'Yellow']"
71ztYEkiXGL,What is depicted on the phone case?,Lights,"['Lights', 'Flowers', 'Animals', 'Abstract']"
71ztd6IrpTL,What is the color of the sectional?,Black,"['Black', 'Brown', 'Gray', 'White']"
71ztd6IrpTL,What type of furniture is shown?,Sectional,"['Sectional', 'Sofa', 'Couch', 'Loveseat']"
71ztd6IrpTL,How many sections does the sofa have?,Two,"['Two', 'Three', 'One', 'Four']"
71ztdAHiaPL,What is the main color of the flowers on the phone case?,Pink,"['Pink', 'Red', 'White', 'Purple']"
71ztdAHiaPL,What is depicted on the phone case?,Flowers,"['Flowers', 'Leaves', 'Birds', 'Abstract']"
71ztdAHiaPL,What type of product is shown in the image?,Case,"['Case', 'Phone', 'Screen protector', 'Charger']"
71ztzZUByAL,What is the color of the text on the phone case?,Gold,"['Gold', 'Silver', 'Black', 'Pink']"
71ztzZUByAL,What is the main design element on the phone case?,Text,"['Text', 'Image', 'Pattern', 'Logo']"
71ztzZUByAL,What type of product is shown in the image?,Case,"['Case', 'Phone', 'Sticker', 'Bag']"
71zuGtyukqL,What is the main color of the hearts?,Pink,"['Pink', 'Red', 'Purple', 'White']"
71zuGtyukqL,What is the shape of the objects shown?,Hearts,"['Hearts', 'Circles', 'Squares', 'Stars']"
71zuGtyukqL,What is the product type?,Case,"['Case', 'Phone', 'Stickers', 'Toy']"
71ztIhCD3zL,What is the primary color of the phone case?,Brown,"['Brown', 'Black', 'Gray', 'White']"
71ztIhCD3zL,What material does the phone case imitate?,Wood,"['Wood', 'Leather', 'Metal', 'Plastic']"
71ztIhCD3zL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zuHpjMnjL,What is the main color of the phone case?,Black,"['Black', 'White', 'Blue', 'Red']"
71zuHpjMnjL,What is the depicted theme on the phone case?,Space,"['Space', 'Ocean', 'Flowers', 'Animals']"
71zuHpjMnjL,What product type is shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zuRH3dihL,What is the main pattern on the phone case?,Beige,"['Beige', 'Green', 'Red', 'Black']"
71zuRH3dihL,What animal is depicted on the case?,Snake,"['Snake', 'Lizard', 'Dragon', 'Eagle']"
71zuRH3dihL,What is the product type?,Case,"['Case', 'Phone', 'Sticker', 'Screen Protector']"
71zuUVqXJuL,What is the primary color of the phone case?,Black,"['Black', 'Blue', 'Gray', 'Green']"
71zuUVqXJuL,What is depicted on the phone case?,Controller,"['Controller', 'Keyboard', 'Mouse', 'Joystick']"
71zuUVqXJuL,What type of product is shown in the image?,Case,"['Case', 'Phone', 'Controller', 'Screen Protector']"
71zuWuND+dL,What is the main color of the puppy on the phone case?,Brown,"['Brown', 'Black', 'White', 'Gray']"
71zuWuND+dL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Toy', 'Puppy']"
71zuWuND+dL,What animal is depicted on the phone case?,Puppy,"['Puppy', 'Dog', 'Kitten', 'Cat']"
71zuXFkr6cL,What is the main color of the heart?,Red,"['Red', 'White', 'Blue', 'Black']"
71zuXFkr6cL,What word is written on the large heart?,Love,"['Love', 'Heart', 'Cute', 'Sweet']"
71zuXFkr6cL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Poster', 'Sticker']"
71zubmKCA4L,What is the main color of the item?,Gold,"['Gold', 'Green', 'Blue', 'Red']"
71zubmKCA4L,What is depicted on the item?,Wheat,"['Wheat', 'Flowers', 'Trees', 'Grass']"
71zubmKCA4L,What type of product is shown?,Case,"['Case', 'Phone', 'Bag', 'Shirt']"
71zucQQVWPL,What is the product type?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zucQQVWPL,What is the dominant color on the left side?,Orange,"['Orange', 'Blue', 'Green', 'Red']"
71zucQQVWPL,What is the main design feature of the case?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Solid']"
71zuNmBKQZL,What is the main color of the phone case?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
71zuNmBKQZL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zuNmBKQZL,What is the design style of the phone case?,Abstract,"['Abstract', 'Floral', 'Geometric', 'Solid']"
71zpQdv-m8L,What is the main color of the phone case?,Purple,"['Purple', 'Blue', 'Pink', 'Red']"
71zpQdv-m8L,What insect is depicted on the phone case?,Butterfly,"['Butterfly', 'Bee', 'Ladybug', 'Dragonfly']"
71zpQdv-m8L,What is the product type?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zspzyKFUL,What is the main color of the flowers on the phone case?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
71zspzyKFUL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Flower', 'Screen Protector']"
71zspzyKFUL,What kind of flowers are depicted on the phone case?,Hydrangeas,"['Hydrangeas', 'Roses', 'Tulips', 'Daisies']"
71zsg2tXcZL,What color is the van on the phone case?,Yellow,"['Yellow', 'Red', 'Blue', 'Green']"
71zsg2tXcZL,What is the main subject of the phone case design?,Van,"['Van', 'Car', 'Bus', 'Truck']"
71zsg2tXcZL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Bag', 'Toy']"
71zsjJu99bL,What is the predominant color of the phone case?,Black,"['Black', 'White', 'Blue', 'Red']"
71zsjJu99bL,What shapes are scattered across the phone case?,Stars,"['Stars', 'Circles', 'Squares', 'Triangles']"
71zsjJu99bL,What type of product is shown in the image?,Case,"['Case', 'Phone', 'Screen protector', 'Charger']"
71zs8g9oURL,What is the main color on the left side of the phone case?,Blue,"['Blue', 'Red', 'Black', 'Green']"
71zs8g9oURL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zs8g9oURL,What color is predominantly on the right side?,Red,"['Red', 'Blue', 'Orange', 'Yellow']"
71zsD7x21aL,What is the color of the chicken?,Pink,"['Pink', 'Brown', 'White', 'Yellow']"
71zsD7x21aL,What type of product is shown in the image?,Chicken,"['Chicken', 'Beef', 'Pork', 'Fish']"
71zsD7x21aL,How many packages of chicken are there?,Three,"['One', 'Two', 'Three', 'Four']"
71zsFtn4U6L,What is the color of the phone case?,Black,"['Black', 'White', 'Blue', 'Red']"
71zsFtn4U6L,What type of product is shown?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zsFtn4U6L,What phone model is shown in the image?,iPhone,"['iPhone', 'Samsung', 'Google Pixel', 'Huawei']"
71zsPYoSG3L,What is the color of the phone case?,Brown,"['Brown', 'Black', 'White', 'Gray']"
71zsPYoSG3L,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zsPYoSG3L,What brand's logo is on the phone case?,Apple,"['Apple', 'Samsung', 'Google', 'Microsoft']"
71zsQ0Mc0JL,What is the main structure shown in the image?,Pavilion,"['Bridge', 'House', 'Pavilion', 'Tree']"
71zsQ0Mc0JL,What is the prominent color of the structure over the water?,Brown,"['Brown', 'Green', 'Grey', 'White']"
71zsQ0Mc0JL,What body of water is depicted?,Pond,"['Lake', 'River', 'Ocean', 'Pond']"
71zsa4JoCtL,What is the dominant color of the phone case?,Blue,"['Red', 'Blue', 'Green', 'Yellow']"
71zsa4JoCtL,What is depicted on the phone case?,Smile,"['Flower', 'Smile', 'Heart', 'Star']"
71zsa4JoCtL,What type of product is shown?,Case,"['Phone', 'Case', 'Screen Protector', 'Charger']"
71zpMdn48-L,What is the color of the pillowcases?,Gray,"['Gray', 'White', 'Blue', 'Beige']"
71zpMdn48-L,How many pillowcases are shown in the image?,Two,"['Two', 'One', 'Three', 'Four']"
71zpMdn48-L,What is the product type?,Pillowcases,"['Pillowcases', 'Pillows', 'Sheets', 'Blankets']"
71zpKf65vHL,What is the color of the text on the phone case?,Gold,"['Gold', 'Black', 'Silver', 'Pink']"
71zpKf65vHL,What is the product type?,Case,"['Case', 'Phone', 'Sticker', 'Screen Protector']"
71zpKf65vHL,What is the background color of the phone case?,Black,"['Black', 'White', 'Gold', 'Grey']"
71zpKSgVH2L,What is the main color of the phone case?,Red,"['Red', 'Blue', 'Green', 'Yellow']"
71zpKSgVH2L,What kind of flowers are on the phone case?,Roses,"['Roses', 'Tulips', 'Lilies', 'Daisies']"
71zpKSgVH2L,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zlAsf5ciL,What is the primary color of the phone case?,Pink,"['Pink', 'Blue', 'Purple', 'Red']"
71zlAsf5ciL,What is the product type shown?,Case,"['Case', 'Phone', 'Cover', 'Skin']"
71zlAsf5ciL,What is the design on the case?,Water,"['Water', 'Flowers', 'Abstract', 'Geometric']"
71zlBZP5xhL,What is the main color of the phone case?,Black,"['Black', 'White', 'Gray', 'Blue']"
71zlBZP5xhL,What is the pattern on the phone case?,Leaves,"['Leaves', 'Flowers', 'Stripes', 'Dots']"
71zlBZP5xhL,What type of product is shown?,Case,"['Case', 'Phone', 'Screen protector', 'Charger']"
71zlQ4CwT8L,What is the main color of the phone case?,Pink,"['Pink', 'Blue', 'Black', 'Yellow']"
71zlQ4CwT8L,What is written on the phone case?,Love,"['Love', 'Hate', 'Pink', 'Glitter']"
71zlQ4CwT8L,What product type is shown?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zlXXLnAcL,What is the main color on the right side of the phone case?,Green,"['Green', 'Yellow', 'Red', 'Blue']"
71zlXXLnAcL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zlXXLnAcL,What color is the stripe at the bottom of the phone case?,Red,"['Red', 'Green', 'Yellow', 'Orange']"
71zlf0LRh-L,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Sticker', 'Poster']"
71zlf0LRh-L,What color is the dominant background of the phone case?,Gray,"['Gray', 'White', 'Black', 'Blue']"
71zlf0LRh-L,What brand's logo is visible on the phone case?,Motorola,"['Motorola', 'Samsung', 'Apple', 'Google']"
71zlgmkLDiL,What is the color of the safety glasses?,Black,"['Black', 'Blue', 'Clear', 'Gray']"
71zlgmkLDiL,How many safety glasses are shown?,Three,"['One', 'Three', 'Two', 'Four']"
71zlgmkLDiL,What is the product type?,Glasses,"['Glasses', 'Sunglasses', 'Helmet', 'Gloves']"
71zl0rRYkUL,What is the primary color of the phone case?,Blue,"['Blue', 'Red', 'Green', 'Yellow']"
71zl0rRYkUL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Sticker', 'Screen Protector']"
71zl0rRYkUL,What is the design style of the phone case?,Graffiti,"['Graffiti', 'Floral', 'Abstract', 'Solid']"
71zlpeTUgrL,What is the dominant color of the phone case?,Red,"['Red', 'Blue', 'Green', 'Black']"
71zlpeTUgrL,What is the product type shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zlpeTUgrL,What is depicted on the phone case?,Water,"['Water', 'Flowers', 'Abstract', 'Geometric']"
71zmAPioCsL,What color is the dog on the phone case?,Black,"['Black', 'Brown', 'White', 'Gray']"
71zmAPioCsL,What is the main subject of the phone case image?,Dog,"['Dog', 'Cat', 'Bird', 'Flower']"
71zmAPioCsL,What product type is shown in the image?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zmBXukcTL,What is the primary color of the phone case?,Black,"['Black', 'White', 'Gray', 'Red']"
71zmBXukcTL,What is depicted on the phone case?,Flowers,"['Flowers', 'Fruits', 'Leaves', 'Animals']"
71zmBXukcTL,What is the product type?,Case,"['Case', 'Phone', 'Screen Protector', 'Charger']"
71zmEe1T0-L,What number is formed by the chain?,Four,"['Four', 'Seven', 'Nine', 'One']"
71zmEe1T0-L,What is the color of the phone case?,Orange,"['Orange', 'Red', 'Yellow', 'Pink']"
71zmEe1T0-L,What is the shape of the main design element?,Number,"['Number', 'Letter', 'Animal', 'Object']"
71zmGbV2stL,What is the brand of this DVD?,Amazonbasics,"['Sony', 'Amazonbasics', 'Verbatim', 'Taiyo Yuden']"
71zmGbV2stL,What type of disc is this?,DVD,"['CD', 'Blu-ray', 'DVD', 'HDDVD']"
71zmGbV2stL,What color is the case?,White,"['Black', 'Clear', 'White', 'Silver']"
71zmHCC2uaL,What letter is on the pendant?,F,"['F', 'A', 'B', 'E']"
71zmHCC2uaL,What is the main color of the necklace?,Silver,"['Silver', 'Gold', 'Black', 'White']"
71zmHCC2uaL,What type of jewelry is shown?,Necklace,"['Necklace', 'Ring', 'Bracelet', 'Earring']"
71zmasy1UtL,What is the primary color of the organizer?,Clear,"['Clear', 'White', 'Black', 'Pink']"
71zmasy1UtL,What is the material of this item?,Plastic,"['Plastic', 'Wood', 'Metal', 'Glass']"
